15	45	152
196	62	223
104	225	127
15	62	89
99	182	80
19	101	53
118	143	132
61	153	148
1	118	111
127	125	100
188	190	119
87	11	233
7	9	193
59	174	71
130	89	194
71	46	236
192	18	147
56	36	214
249	243	228
205	45	106
117	81	229
254	109	88
194	91	205
171	211	148
151	112	160
153	79	5
228	205	160
163	66	32
213	161	124
114	8	38
53	199	52
153	243	215
8	115	107
44	240	26
207	159	71
36	72	65
15	118	235
126	17	152
136	142	144
199	121	48
7	134	189
208	58	149
244	131	196
235	244	19
117	113	97
18	85	169
207	255	133
8	186	237
72	74	139
59	18	121
130	249	65
15	223	85
35	237	144
53	225	199
137	57	80
177	223	32
186	178	138
84	252	67
62	157	184
159	27	172
206	76	159
73	191	51
78	38	163
47	90	26
148	108	94
133	46	208
7	50	187
12	165	200
192	116	213
215	131	192
191	227	121
209	177	221
84	115	67
101	152	41
248	150	173
172	64	8
33	167	168
180	75	36
195	111	38
171	246	52
74	149	163
227	38	56
172	114	59
28	50	154
250	250	212
189	229	69
104	111	119
71	32	204
37	209	157
129	102	64
65	20	133
63	81	196
27	88	226
154	247	48
108	101	93
162	172	23
193	137	172
19	178	232
0	12	22
134	183	116
46	14	161
114	200	205
226	143	135
176	241	243
111	176	62
36	101	245
43	235	156
27	160	220
9	56	70
138	76	246
156	102	170
27	181	199
221	49	155
33	125	142
71	234	175
139	54	50
152	14	63
145	150	48
178	45	76
196	125	219
29	45	161
91	202	83
152	38	255
44	38	210
136	90	195
127	16	72
215	236	179
69	77	116
229	155	160
106	222	178
59	242	153
97	112	251
155	184	118
54	26	71
88	6	150
79	15	27
157	116	229
248	48	237
250	106	132
42	238	183
45	97	172
32	59	113
138	111	106
193	194	2
67	39	194
